idimplantation,usual_name,Vocable,lat,lng,location_granularity,Diocese,nbfact,date_startC_Fact,date_stopC_Fact,DureeSFact,date_startStatut,date_stopStatut,DureeStatut
255,Alanesberg,NA,NA,NA,NA,Strasbourg,1,NA,NA,NA,NA,NA,NA
256,Aubusson,Invention de la Sainte-Croix,45.9559659,2.1693027,precise,Limoges,10,1102,1791,689,1102,1791,689
257,Azat-le-Ris,Saint Genès,46.3193097,1.060922,precise,Limoges,10,1080,1535,455,1072,1535,463
258,Azérables,Saint Georges,46.3537249,1.4765684,precise,Bourges,7,1216,1535,319,1216,1535,319
259,Biblisheim,NA,48.899673,7.791491,commune,Strasbourg,4,1100,1800,700,1100,1800,700
260,Eschau,Sainte Sophie,48.4905419,7.7161773,precise,Strasbourg,4,778,1800,1022,778,1800,1022
261,Graufthal,Saint Gangolf,48.819238,7.280583,precise,Strasbourg,3,1180,1180,0,NA,NA,NA
262,Ottmarsheim,Sainte Marie,47.7873817,7.5076339,precise,Bâle,3,1010,1800,790,1010,1800,790
263,Saint-Sauveur de Toul,Saint Sauveur,48.686643,5.894958,approximative,Toul,3,1070,1107,37,NA,NA,NA
264,Benayes,NA,NA,NA,NA,Limoges,6,958.5,1800,841.5,943,1800,857
265,Bussière-Madeleine,Sainte Madeleine,46.2548276,1.4371149,precise,Limoges,10,1216,1800,584,1216,1800,584
266,Chambon-sur-Voueize,Sainte Valérie,46.189167,2.4264244,precise,Limoges,14,943,1800,857,943,1800,857
267,Saint Jean Saverne,Saint Jean-Baptise,48.771913,7.363663,precise,Strasbourg,4,1126,1800,674,1126,1800,674
268,Sindelsberg,Saint Blaise,48.6975388,7.3676826,precise,Strasbourg,4,1117,1800,683,1117,1800,683
269,Le Mas d'Artige,Pierre,45.7313757,2.1937157,precise,Limoges,8,1309,1792,483,1309,1792,483
270,Seltz,Saints Pierre et Paul,48.894162,8.105566,commune,Strasbourg,4,987,1800,813,987,1800,813
271,Mirembelberg,NA,48.894162,8.105566,approximative,Bâle,3,1469,1469,0,NA,NA,NA
272,Altkirch,Saint Morand,47.623908,7.251871,precise,Bâle,4,1105,1800,695,1105,1800,695
273,Petit Saint-Morand,Saint Morand,48.206316,7.286719,commune,Bâle,4,1275,1759,484,1250,1759,509
274,Biesheim,Saint-Jean-Baptiste,48.050365,7.53714,commune,Bâle,2,1105,1800,695,1105,1800,695
275,Saint-Pierre de Colmar,Saint Pierre,48.110098,7.384925,commune,Bâle,3,1100,1800,700,1100,1800,700
276,"Wintzenheim, Saint-Gilles",Saint Gilles,48.063454,7.27138,commune,Bâle,4,1252,1800,548,1252,1800,548
277,saint Nicolas d'Enschingen,Saint Nicolas,47.665861,7.204328,approximative,Bâle,2,1147,1800,653,1147,1800,653
278,Froidefontaine,Saint Pierre,47.5661673,6.9454389,precise,Bâle,2,1105,1800,695,1105,1800,695
279,Thierenbach,Notre-Dame,47.8817279,7.1891126,precise,Strasbourg,2,1125,1800,675,1125,1800,675
280,Feldbach,Saint Nicolas,47.5369219,7.2656292,precise,Bâle,4,1144,1800,656,1144,1800,656
281,Alspach,Saint-Jean-Baptiste,48.152735,7.236916,precise,Bâle,2,1130,1800,670,1130,1800,670
282,Valdieu,Notre-Dame,47.620999,7.244703,commune,Bâle,4,1254,1800,546,1254,1800,546
283,Chérignat,Saint Martin,45.9740364,1.6065961,precise,Limoges,7,1109,1800,691,1109,1800,691
284,Cirat,Sainte Madeleine,45.5706132,1.5824909,approximative,Limoges,11,1096,1800,704,1096,1800,704
285,Clairavaux,Sainte Marie,45.7826903,2.1669621,precise,Limoges,10,1096,1282,186,1096,1282,186
286,Lucelle,Notre-Dame,47.4208609,7.2462521,precise,Bâle,7,1123,1800,677,1123,1800,677
287,Neubourg,Notre-Dame,48.840204,7.682947,precise,Strasbourg,5,1128,1800,672,1128,1800,672
288,Pairis,Notre-Dame,48.117419,7.127953,precise,Bâle,5,1138,1800,662,1138,1800,662
289,Saint-Martin-du-Tronsec,Saint Martin,47.358281,2.988221,commune,Auxerre,4,1001,1800,799,1001,1800,799
290,Soultz,Notre-Dame,47.882672,7.228066,precise,Bâle,4,1253,1800,547,1253,1800,547
291,Koenigsbruck,Notre-Dame,48.861084,8.012742,precise,Strasbourg,4,1143,1800,657,1143,1800,657
292,Steinbach,NA,47.8223,7.13895,commune,Bâle,1,NA,NA,NA,NA,NA,NA
293,Blotzheim,Notre-Dame,47.604243,7.494821,commune,Bâle,3,1267,1800,533,1267,1800,533
294,Michelbach-le-Haut,Saint Apollinaire,47.562934,7.437415,commune,Bâle,1,NA,NA,NA,NA,NA,NA
296,"Limoges, Saint-André",Saint-André,45.83015,1.2686225,precise,Limoges,10,1073,1790,717,1073,1790,717
297,Aldeneik,Maria,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
298,Andenne,Sainte Marie,50.4868928,5.1008612,precise,Liège,6,692,1800,1108,692,1800,1108
299,Andernach,Maria,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
300,Antoing,Sainte Marie,50.5672729,3.4513915,precise,Cambrai,8,870,1796,926,870,1796,926
301,Aulne,NA,NA,NA,NA,Liège,11,665,1794,1129,665,1794,1129
302,Baralle,Saint Georges,50.2118881,3.0568584,precise,Cambrai,2,901,911,10,NA,NA,NA
303,Beatusberg,Saint Beatus,NA,NA,NA,Trèves,7,1153,1802,649,1153,1802,649
304,Notre-Dame-de-Riez (Saint-Cyprien),Saint Ambroise,46.752919,-1.893416,commune,Luçon,6,1087,1800,713,1087,1800,713
305,Bonmoutier,"Saint Pierre, sainte Marie",48.5562739,6.9670804,precise,Toul,4,660,1800,1140,660,1800,1140
306,"Boppard, Saint-Sévère",Saint Pierre,NA,NA,NA,Trèves,6,694.5,1802,1107.5,501,1802,1301
307,Saint-Quentin,Saint Quentin,47.324176,3.021816,approximative,Auxerre,4,1087,1800,713,1087,1800,713
308,Brogne,Saint Pierre,NA,NA,NA,Liège,3,919,1800,881,919,1800,881
309,Buchholz,Saint Vith,NA,NA,NA,Trèves,3,1000,1806,806,1000,1806,806
310,Celles,Saint Hadelin,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
311,Châtillon-en-Woëvre,Sainte Marie,49.3820471,5.5855912,precise,Verdun,9,1143,1791,648,1143,1791,648
313,Chèvremont,Sainte Marie,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
314,Clairlieu,Sainte Marie,48.661659,6.128997,commune,Toul,5,1150,1791,641,1150,1791,641
315,Condé-sur-l'Escaut,Sainte Marie,50.4493273,3.5917628,precise,Cambrai,5,640,1792,1152,640,1792,1152
316,Cugnon,NA,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
317,Dikkelvenne,Saint Pierre,50.9180344,3.6907364,precise,Cambrai,3,733,1090,357,733,1090,357
319,Droiteval,Sainte Marie,48.032486,6.044124,approximative,Toul,9,1130,1790,660,1130,1790,660
320,Écurey,NA,NA,NA,NA,Châlons,1,NA,NA,NA,NA,NA,NA
321,Eller,Saint Hilaire (de Poitiers),NA,NA,NA,Trèves,5,650,1200,550,600,1200,600
323,Etival,Saint Pierre,48.364408,6.843555,commune,Toul,1,NA,NA,NA,NA,NA,NA
324,Flavigny,Firmin,48.570399,6.193183,commune,Toul,1,955,1800,845,950,1800,850
325,Fosses,Saint Pierre,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
326,Freistroff,NA,49.191577,6.892729,commune,Metz,1,NA,NA,NA,NA,NA,NA
327,Gellamont,Laurentius,48.83424,6.05566,commune,Toul,1,870,1800,930,870,1800,930
328,Saint-Martin de Glandières (1),Saint Martin,49.1405487,6.6095049,precise,Metz,2,875,1800,925,875,1800,925
329,Haspres,Saint Hugues et saint Achard,50.2575767,3.4163695,precise,Cambrai,2,910,1800,890,910,1800,890
330,Hastière,Notre-Dame,50.215076,4.8272779,precise,Liège,6,900,1793,893,900,1793,893
331,Haute-Seille,NA,48.586014,6.944412,commune,Metz,2,1140,1800,660,1140,1800,660
332,Hautmont,Saints Pierre et Paul,50.2512562,3.919614,precise,Cambrai,6,635,1800,1165,620,1800,1180
333,Himmerod,Sainte Trinité et sainte Marie,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
334,Hirzenach,Saint Bartholomé,NA,NA,NA,Trèves,4,1110,1802,692,1110,1802,692
335,Honnecourt,"Saint Pierre, puis saint Martin et sainte Polline",50.0383934,3.199992,precise,Cambrai,4,689,1800,1111,689,1800,1111
336,Hornbach (Gamundias),Saint-Pierre puis  saint-Pirmin (828 au plus tard),49.1870969,7.3693479,precise,Metz,3,742,1800,1058,742,1800,1058
337,Huy,Sainte Marie,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
338,Juvigny,Scholastica,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
339,"Karden, Sankt-Kastor",Saint Paulin,NA,NA,NA,Trèves,8,700,1802,1102,600,1802,1202
340,Kerling-les-Sierck,Saine Régule,49.298852,6.540755,commune,Trèves,6,1084,1500,416,1084,1500,416
341,Kesselheim,NA,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
342,L’Etanche,NA,48.355728,5.740443,commune,Toul,1,NA,NA,NA,NA,NA,NA
343,Trois-Fontaines,NA,48.711111,4.955025,commune,Châlons,5,1118,1800,682,1118,1800,682
344,Leuze,"Saint Pierre et saint Paul, saint Badilon",50.6006118,3.6224713,precise,Cambrai,5,650,1797,1147,650,1797,1147
345,"Prüm, Liebfrauenstift",Sainte Marie,NA,NA,NA,Trèves,3,1016,1790,774,1016,1790,774
347,Lierre,Saint Pierre ? saint Gommaire,51.130776,4.570372,precise,Cambrai,5,870,1800,930,870,1800,930
348,Liessies,Sainte Hiltrude puis saint Lambert,50.1184462,4.0826757,precise,Cambrai,11,601,1800,1199,764,1800,1036
349,Lisle-en-Barrois,Sainte Marie,48.896582,5.125722,precise,Verdun,9,1134,1791,657,1143,1791,648
350,"Lobbes, Saint-Pierre",Saint Pierre,NA,NA,NA,Cambrai,8,665,1408,743,NA,NA,NA
351,Lonnig,Maria,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
352,Machern,Div.,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
353,Malmedy,Petrus + Paulus > Quirinus; Remaclus,NA,NA,NA,Cologne,1,NA,NA,NA,NA,NA,NA
354,Malonne,Maria,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
355,Maria Laach,Maria,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
356,Maria Martental,Maria,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
357,Mariaroth,Maria,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
358,"Boppard, Marienberg",Sainte Marie,NA,NA,NA,Trèves,5,1120,1802,682,1120,1802,682
359,Marienburg,"Maria, Petrus",NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
360,Maroilles,"Sainte-Marie, puis saint Paul, puis saint-Pierre",50.1346508,3.7630256,precise,Cambrai,5,655,1790,1135,650,1790,1140
361,Maubeuge,"Saint Pierre puis sainte Marie, sainte Aldegonde",50.2790051,3.9721329,precise,Cambrai,3,1000,1800,800,1000,1800,800
362,Mecheln (Malines),Maria > Rumoldus,NA,NA,NA,Cambrai,1,NA,NA,NA,NA,NA,NA
363,Meerbeke,Berlindis (10. s.?),50.8248872,4.040606,precise,Cambrai,1,NA,NA,NA,NA,NA,NA
364,Merzig,Petrus,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
365,Mettlach,Saint Pierre,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
366,"Mons, Sainte-Waudru","Saint Pierre, puis sainte Marie et sainte Waudru",50.4537188,3.9478238,precise,Cambrai,2,1201,1300,99,NA,NA,NA
367,Moustier-sur-Sambre,Pierre,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
368,Marmoutier,Saint Martin,47.4046161,0.718668,precise,Tours,1,NA,NA,NA,NA,NA,NA
369,Moyenmoutier,Hildulf,NA,NA,NA,Toul,2,1080,1080,0,NA,NA,NA
370,Munsterbilzen,Amor,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
371,Münstermaifeld,"Martin, Severus (1166)",NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
372,Cugnon,Pierre et tous les saints,NA,NA,NA,Tongres-Masstricht,1,NA,NA,NA,NA,NA,NA
373,Neumünster,Sainte Trinité,NA,NA,NA,Metz,1,NA,NA,NA,NA,NA,NA
374,Niederprüm,Maria,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
375,Nivelles,"Maria, Paulus, Petrus; Gertrudis",NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
376,Oberwerth,Oswald > Maria Magdalena,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
377,Oeren,Sainte Marie,NA,NA,NA,Trèves,4,645,1800,1155,645,1800,1155
378,Orval,Notre-Dame,49.6398699,5.3500534,precise,Trèves,1,NA,NA,NA,NA,NA,NA
379,Pedernach,Jakob,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
380,Pfalzel,Sainte Marie,NA,NA,NA,Trèves,3,691,1800,1109,691,1800,1109
381,Poulangy,Petrus,NA,NA,NA,Langres,1,NA,NA,NA,NA,NA,NA
382,"Prüm, Salvatorstift",Saint Sauveur,NA,NA,NA,Trèves,2,NA,NA,NA,NA,NA,NA
383,Renaix (Ronse),Saints Pierre et Paul,50.7490154,3.599916,precise,Cambrai,9,620,1800,1180,620,1800,1180
384,Rettel,Saint Sixte,49.434358,6.337335,commune,Trèves,8,892,1792,900,892,1792,900
385,Richecourt,NA,NA,NA,NA,Toul,1,NA,NA,NA,NA,NA,NA
386,Ronquières,NA,NA,NA,NA,Cambrai,1,NA,NA,NA,NA,NA,NA
387,S. Amarinus,Prix + Amarin,NA,NA,NA,Bâle,1,NA,NA,NA,NA,NA,NA
388,S. André,NA,NA,NA,NA,Metz,1,NA,NA,NA,NA,NA,NA
389,"Metz, Saint-Arnoul (1)","Saints apôtres, puis saint Arnoul",49.1078532,6.1693416,precise,Metz,12,600,1552,952,600,1552,952
390,Merkingen,Arnualdus,49.21757,7.0180361,precise,Metz,1,NA,NA,NA,NA,NA,NA
391,"Cambrai, Saint-Aubert","Saint Pierre, saint Paul puis saint Aubert",50.1766587,3.2311322,precise,Cambrai,7,660,1800,1140,660,1800,1140
392,Saint-Benoît-en-Woëvre,Benoît,48.9879248,5.7851024,precise,Metz,7,1132,1790,658,1132,1790,658
393,Saint-Clément,Felix > Clément (11. s.),49.108103,6.195954,commune,Metz,1,NA,NA,NA,NA,NA,NA
394,Belchamp,Sainte Trinité,48.505,6.353,precise,Toul,8,1131,1790,659,1131,1790,659
395,Saint-Dié,Mauritius > Deodatus,48.29684,6.937879,commune,Toul,1,NA,NA,NA,NA,NA,NA
396,"Strasbourg, Saint-Étienne",Saint Etienne,48.571634,7.767834,commune,Strasbourg,1,NA,NA,NA,NA,NA,NA
397,"Trèves, Saint-Matthias",Saint Euchaire,NA,NA,NA,Trèves,5,450,1802,1352,400,1802,1402
398,"Toul, Saint-Evre",Aper,48.686643,5.894958,commune,Toul,6,1044,1200,156,NA,NA,NA
400,S. Gengulphe,Gangolf,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
401,Saint-Germain,Germanus,NA,NA,NA,Toul,1,NA,NA,NA,NA,NA,NA
402,"Cambrai, Saint-Géry","Saint Médard, saint Loup, puis saint Géry (Gaugeri",50.1712389,3.2416692,precise,Cambrai,4,584,1800,1216,584,1800,1216
403,Saint-Ghislain,Petrus > Gislenus,NA,NA,NA,Cambrai,10,650,1798,1148,650,1798,1148
404,Sankt Goar,Saint Goar,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
405,Saint-Hubert,Petrus > Hubert,50.0264333,5.3735925,precise,Liège,5,1069,1088,19,NA,NA,NA
406,S. Jean-Baptiste,"Gangolf, Johannes Bapt.",NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
407,"Coblence, Sankt Kastor",Saint Castor,NA,NA,NA,Trèves,3,NA,NA,NA,NA,NA,NA
408,S. Laurent,NA,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
409,Saint-Marc,Saint Marc,48.006129,7.260531,commune,Strasbourg,11,1052,1791,739,1052,1791,739
410,"Trèves, Sainte-Maria-ad-martyres",Sainte Marie,NA,NA,NA,Trèves,2,NA,NA,NA,NA,NA,NA
411,S. Martin,Martin,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
412,"Trèves, Saint-Martin",Saint Martin,NA,NA,NA,Trèves,2,NA,NA,NA,NA,NA,NA
413,Saint-Martin-devant-Metz,Saint Martin,49.1249881,6.1428082,precise,Metz,3,650,1800,1150,650,1800,1150
414,"Trèves, Saint-Maximin",Saint Jean,NA,NA,NA,Trèves,4,960,1200,240,NA,NA,NA
415,Saint-Mihiel (1),Saint Michel,48.8946447,5.6175742,precise,Verdun,7,709,1800,1091,709,1800,1091
416,S. Paul,Paulus,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
417,"Trèves, Saint-Paulin",Sainte Marie,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
418,Differdange,Notre-Dame,49.5229498,5.8814741,precise,Trèves,1,NA,NA,NA,NA,NA,NA
419,"Liège, Saint-Pierre",Saint Pierre,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
420,Saint-Saulve,Martin > Salvius,NA,NA,NA,Cambrai,1,NA,NA,NA,NA,NA,NA
421,S. Sauveur,"Salvator; Petrus, Exupère",NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
422,"Trèves, Saint-Siméon",Saint Sauveur,NA,NA,NA,Trèves,4,1033,1802,769,1033,1802,769
423,"Trèves, chapitre cathédral",Saint Pierre,NA,NA,NA,Trèves,4,300,1802,1502,300,1802,1502
424,"Metz, Saint-Symphorien",Symphorien,49.108103,6.195954,commune,Metz,1,NA,NA,NA,NA,NA,NA
425,"Strasbourg, Saint-Thomas",Thomas,48.571634,7.767834,commune,Strasbourg,2,801,1800,999,786,1800,1014
426,S. Thomas an der Kyll,Maria ; Thomas Beckett,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
427,"S. Trond, Sint Truiden, Zerkingen","Quintinus, Remigius, Petrus, Trudo",NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
428,Saint-Vincent,NA,49.108103,6.195954,commune,Metz,3,1000,1100,100,NA,NA,NA
429,Soignies,"Maria, Petrus, Joh.? > Vincent",NA,NA,NA,Cambrai,1,NA,NA,NA,NA,NA,NA
430,Springiersbach,"Abrunculus, Quirinus",NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
431,"Stavelot, Stablo","Petrus + Paulus > Remaclus, Quirinus",NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
432,Ste-Hoïlde,NA,NA,NA,NA,Toul,1,NA,NA,NA,NA,NA,NA
433,Ste-Marie-aux-Nonnains,NA,NA,NA,NA,Metz,1,NA,NA,NA,NA,NA,NA
434,Stuben,Nikolaus,NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
435,Sturzelbronn,NA,NA,NA,NA,Metz,1,NA,NA,NA,NA,NA,NA
436,Saint-Médard d'Aunis,Saint Médard,46.159008300000004,-0.9720739,precise,Saintes,10,1215,1790,575,1269,1790,521
437,Taben,"Saint Quiriac, saint Auctor",NA,NA,NA,Trèves,7,850,1802,952,850,1802,952
438,Tholey,Mauritius (Petrus),NA,NA,NA,Trèves,1,NA,NA,NA,NA,NA,NA
439,Thuin,Théodard,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
440,Varangéville,Saint Gorgon,48,6,precise,Toul,1,NA,NA,NA,NA,NA,NA
441,Varennes,Gengoul,47.8966259,5.6226723,precise,Langres,7,870,1800,930,870,1800,930
442,Vaux-en-Ornois,NA,NA,NA,NA,Toul,3,1144,1517,373,NA,NA,NA
443,Villers Bettnach,NA,NA,NA,NA,Metz,1,NA,NA,NA,NA,NA,NA
444,Wallers-en-Fagne,Petrus > Dodo,50.090763,4.196849,commune,Cambrai,3,665,1800,1135,665,1800,1135
445,Waulsort,Maria,NA,NA,NA,Liège,1,NA,NA,NA,NA,NA,NA
446,Woëvre,NA,NA,NA,NA,Metz,1,NA,NA,NA,NA,NA,NA
447,Wörschweiller,NA,NA,NA,NA,Metz,1,NA,NA,NA,NA,NA,NA
449,Haslach,Saint Florent,48.543147,7.341731,precise,Strasbourg,1,NA,NA,NA,NA,NA,NA
450,Honau,Saint Michel,48.72067,7.717372,approximative,Strasbourg,1,NA,NA,NA,NA,NA,NA
451,Lautenbach,Saint Michel,47.941164,7.158808,precise,Strasbourg,1,NA,NA,NA,NA,NA,NA
453,Saint-Arbogast,Saint Arbogast,48.571634,7.767834,approximative,Strasbourg,1,NA,NA,NA,NA,NA,NA
454,Surbourg,"Sainte Marie, saint Martin, puis saint Arbogast",48.909497,7.847063,precise,Strasbourg,1,NA,NA,NA,NA,NA,NA
455,Notre-Dame de la Platière,Notre-Dame,45.7661399,4.8316229,precise,Lyon,7,1080,1774,694,1080,1774,694
456,"Strasbourg, chapitre cathédral",Sainte Marie,48.571634,7.767834,commune,Strasbourg,2,750,1800,1050,700,1800,1100
457,Erstein,"Sainte Marie, sainte Cécile, sainte Agathe",48.421468,7.684905,approximative,Strasbourg,1,NA,NA,NA,NA,NA,NA
458,"Grenoble, Saint-Laurent",Saint Laurent,45.1976896,5.7313327,precise,Grenoble,13,340,1791,1451,300,1791,1491
459,Beaupré,NA,49.5635788,1.9641806,precise,Beauvais,5,1134,1791,657,1134,1791,657
460,Beaupré,Notre-Dame,48.5536281,6.5327275,precise,Toul,8,1135,1751,616,1135,1751,616
461,Hérival,"Notre-Dame, saint Jean-Baptiste, saint Nicolas",47.9762438,6.5742651,precise,Toul,7,1090,1800,710,1090,1800,710
462,Saint-Chaffre,Theofredus (Chaffre),44.9395138,3.9950592,precise,NA,3,1012,1103,91,NA,NA,NA
463,Bernin,Notre-Dame,45.2609631,5.8641636,precise,Grenoble,5,1179,1791,612,1179,1791,612
464,Saint-Laurent-du-Lac,Saint Laurent,45.034162,6.032677,approximative,Grenoble,8,1090,1789,699,1090,1789,699
465,Saint-Nazaire,Saint Nazaire,45.259233,5.851455,approximative,Grenoble,7,1179,1791,612,1179,1791,612
466,Boutissaint,NA,47.5786711,3.1250279,precise,Auxerre,4,1150,1800,650,1150,1800,650
467,"Auxerre, Saint-Amâtre",Saint Amâtre,47.7906259,3.569363,precise,Auxerre,10,409,1800,1391,400,1791,1391
468,Tracy,Saint Symphorien,47.3198697,2.8885561,precise,Auxerre,4,1147,1800,653,1147,1800,653
469,Saint-Laurent-L'abbaye,Saint Laurent,47.3435931,2.9906687,precise,Auxerre,14,692,1800,1108,692,1800,1108
470,Saint-Andelain,Saint Andelain,47.310467,2.979462,approximative,Auxerre,4,1147,1800,653,1147,1800,653
471,"Chablis, Saint-Côme",Saint Côme (ou Cosme) et saint Damien,47.8097229,3.8010465,precise,Auxerre,6,1290,1790,500,1290,1790,500
472,"Chablis, Saint-Loup",Saint Loup puis saint Martin,47.816148,3.8000648,precise,Langres,5,867,1791,924,867,1791,924
473,Le Temple d'Ayen,"Antoine, abbé",45.2372619,1.3268609,approximative,Limoges,22,1020,1792,772,1147,1792,645
474,Allassac,NA,45.255872,1.469572,approximative,Limoges,8,1374,1792,418,1374,1792,418
475,Annegray,Saint Martin,47.821796,6.557239,approximative,Besançon,12,590,1792,1202,590,1792,1202
476,Luxeuil,Saint Pierre,47.8168517,6.382098,precise,Besançon,14,595,1790,1195,595,1790,1195
477,Belveyre,Nativité de saint Jean-Baptiste,45.0605154,1.492192,approximative,Limoges,8,1220,1792,572,1220,1792,572
478,Brive,NA,45.1584202,1.5307935,precise,Limoges,10,1020,1800,780,1228,1800,572
479,Chambon,NA,45.143381,1.518977,commune,Limoges,8,1292,1792,500,1292,1792,500
480,Donzenac,NA,45.23148,1.526674,commune,Limoges,7,1356,1792,436,1356,1792,436
481,Eyzac,NA,45.327856,1.623899,precise,Tulle,7,1220,1792,572,1220,1792,572
482,Hôpital Fondège,NA,45.0718416,1.9394383,precise,Limoges,8,1281,1792,511,1281,1792,511
483,Langlade,Saint Jean Porte-Latine,45.1349323,1.4726539,precise,Limoges,8,1273,1792,519,1273,1792,519
484,Blessac,Assomption sainte Vierge,45.9586713,2.127866,precise,Limoges,13,1049,1800,751,1049,1800,751
485,Bornet,NA,46.252132,2.286811,commune,Limoges,4,1100,1800,700,1100,1800,700
486,Bosroger,NA,45.936503,2.228531,commune,Limoges,1,NA,NA,NA,NA,NA,NA
487,Arfeuille,Sainte Vierge,45.8583445,2.3389081,precise,Limoges,4,1100,1800,700,1100,1800,700
488,Domène,Saint Pierre et saint Paul,45.2031328,5.8332076,precise,Grenoble,4,1027,1800,773,1027,1800,773
489,Saint-Emilion,Saint Emilion,44.8940678,-0.1564586,precise,Bordeaux,7,1121,1200,79,NA,NA,NA
490,Chaumes,Saint Maïeul,46.542186,4.017664,approximative,Autun,6,1299,1790,491,1299,1790,491
491,Ballore,Saint Denis ?,46.534291,4.375356,commune,Autun,1,1312,1800,488,1312,1800,488
492,Morimond,Notre-Dame,48.0568343,5.6732364,precise,Langres,15,1117,1790,673,1117,1790,673
493,Auberive,Notre-Dame,47.788751,5.0611717,precise,Langres,8,1135,1790,655,1135,1790,655
494,Beaulieu 2,Notre-Dame,47.8256391,5.5689126,precise,Langres,6,1166,1792,626,1166,1792,626
495,Belmont,Notre-Dame,47.7228695,5.5453927,precise,Langres,2,1147,1800,653,1147,1800,653
496,Champlitte,Saint Christophe,47.613336,5.5324625,precise,Langres,12,1098,1790,692,1098,1790,692
497,Choiseul,Notre-Dame,48.0583761,5.5691667,precise,Langres,2,NA,NA,NA,NA,NA,NA
498,Clefmont,Saint Thibaud,48.0962993,5.5134203,precise,Langres,11,1092,1778,686,1092,1778,686
499,Coublanc,Saint Pierre et saint Paul,47.6920562,5.462963,precise,Langres,5,1088,1800,712,1088,1800,712
500,Cherrey,Notre-Dame,47.7943149,5.3142555,precise,Langres,10,1134,1770,636,1399,1770,371
501,Vaux-la-Douce 2,Notre-Dame,47.8613501,5.7377783000000004,precise,Langres,4,1165,1800,635,1165,1800,635
502,"Langres, Saint-Gengoul",Saint-Gengoul,47.8674526,5.3336425,precise,Langres,5,1106,1800,694,1106,1800,694
503,"Langres, Saint-Amâtre",Saint Amâtre,47.8605966,5.3342031,precise,Langres,14,887,1800,913,887,1800,913
504,Saints-Geosmes,"Saints Eleusippe, Speusippe et Méleusippe",47.8305995,5.3283961,precise,Langres,3,1148,1412,264,NA,NA,NA
505,Vignory,Saint Etienne,48.2776098,5.1049434,precise,Langres,8,1018.5,1790,771.5,1005,1790,785
506,Aumônières,NA,47.6321736,5.6081437,precise,Langres,7,1134,1790,656,1223,1790,567
507,Theuley,Notre-Dame,47.5412243,5.5215773,approximative,Langres,5,1130,1800,670,1130,1800,670
508,Belfays,Notre-Dame,47.9966494,5.530468,precise,Langres,3,1389,1389,0,NA,NA,NA
509,Morment,NA,47.9794635,5.1230107,precise,Langres,1,NA,NA,NA,NA,NA,NA
